"";"idindicador";"iddepto";"nomdepto";"idmpio";"nommpio";"year";"idindicador"
"400";"ttdiesti";8;"atlantico";8558;"polonuevo";"2005";24,87
"401";"ttdiesti";68;"santander";68533;"paramo";"2005";16,37
"402";"ttdiesti";17;"caldas";17088;"belalcazar";"2005";18,6
"403";"pcrparin";63;"quindio";NA;NA;"2005";98,51980264
"404";"ttdiesti";52;"narino";52051;"arboleda";"2005";32,04
"405";"pcrparin";73;"tolima";73026;"alvarado";"2005";83,78
"406";"pcrparin";81;"arauca";81065;"arauquita";"2005";71,59
"407";"pcrparin";76;"valle del cauca";76246;"el cairo";"2005";99,1
"408";"pcrparin";73;"tolima";73226;"cunday";"2005";86,13
"409";"pbretaia";47;"magdalena";NA;NA;"2005";NA
"410";"ttdiesti";70;"sucre";70508;"ovejas";"2005";29,83
"411";"pbrmivih";8;"atlantico";NA;NA;"2005";NA
"412";"pcrparin";73;"tolima";73622;"roncesvalles";"2005";76,19
"413";"pbretaia";17;"caldas";NA;NA;"2005";NA
"414";"ttdnesti";18;"caqueta";NA;NA;"2005";53,03456428
"415";"ttdiesti";15;"boyaca";15667;"san luis de gaceno";"2005";19,72
"416";"pbepredc";66;"risaralda";NA;NA;"2005";NA
"417";"pcrparin";15;"boyaca";15533;"paya";"2005";64,29
"418";"ttdiesti";88;"san andres";NA;NA;"2005";17,73615913
"419";"ttdiesti";63;"quindio";63130;"calarca";"2005";16,19
"420";"ttdiesti";17;"caldas";17442;"marmato";"2005";21,03
"421";"ttdiesti";94;"guainia";94663;"mapiripana *";"2005";38,85
"422";"ttdiesti";5;"antioquia";5086;"belmira";"2005";23,07
"423";"pcrparin";15;"boyaca";15646;"samaca";"2005";96,05
"424";"pcrparin";17;"caldas";17001;"manizales";"2005";99,49
"425";"pcrparin";52;"narino";52506;"ospina";"2005";73,96
"426";"ttdiesti";25;"cundinamarca";25099;"bojaca";"2005";15,52
"427";"caelacex";13;"bolivar";NA;NA;"2005";NA
"428";"ttdiesti";68;"santander";68524;"palmas del socorro";"2005";26,47
"429";"ttdiesti";95;"guaviare";95200;"miraflores";"2005";49,3
"430";"pcrparin";8;"atlantico";8433;"malambo";"2005";99,59
"431";"pcrparin";27;"choco";27615;"riosucio";"2005";72,86
"432";"pcrparin";68;"santander";68162;"el cerrito";"2005";98,95
"433";"ttdiesti";50;"meta";50223;"cubarral";"2005";22,47
"434";"ttdiesti";73;"tolima";73275;"flandes";"2005";14,07
"435";"ttdiesti";15;"boyaca";15223;"cubara";"2005";30,39
"436";"pcrparin";15;"boyaca";15276;"floresta";"2005";95,12
"437";"pcrparin";25;"cundinamarca";25178;"chipaque";"2005";98,37
"438";"pcrparin";66;"risaralda";66682;"santa rosa de cabal";"2005";98,69
"439";"ttdiesti";52;"narino";52258;"el tablon de gomez";"2005";22,36
"440";"ttdiesti";20;"cesar";20295;"gamarra";"2005";20,53
"441";"pbehtaco";50;"meta";NA;NA;"2005";NA
"442";"ttdiesti";73;"tolima";73030;"ambalema";"2005";15,63
"443";"igrtgfec";54;"n.santander";NA;NA;"2005";NA
"444";"ttdiesti";5;"antioquia";5667;"san rafael";"2005";18,44
"445";"pbepredg";91;"amazonas";NA;NA;"2005";NA
"446";"pcrparin";70;"sucre";70265;"guaranda";"2005";99,07
"447";"pcrparin";20;"cesar";20517;"pailitas";"2005";94,72
"448";"ttdiesti";94;"guainia";94888;"morichal *";"2005";83,2
"449";"ttdnesti";95;"guaviare";NA;NA;"2005";NA
"450";"pbehtaco";97;"vaupes";NA;NA;"2005";NA
"451";"pcrparin";19;"cauca";19392;"la sierra";"2005";92,68
"452";"pcrparin";68;"santander";68276;"floridablanca";"2005";99,62
"453";"pcrparin";41;"huila";41078;"baraya";"2005";81,58
"454";"ttdiesti";41;"huila";41013;"agrado";"2005";23,77
"455";"ttdiesti";5;"antioquia";5628;"sabanalarga";"2005";25,37
"456";"pcrparin";25;"cundinamarca";25123;"cachipay";"2005";98,5
"457";"pcrparin";73;"tolima";73030;"ambalema";"2005";92,73
"458";"ttdiesti";68;"santander";68207;"concepcion";"2005";25,34
"459";"pcrparin";68;"santander";68406;"lebrija";"2005";87,16
"460";"ttdiesti";66;"risaralda";66170;"dosquebradas";"2005";15,92
"461";"pcrparin";68;"santander";68533;"paramo";"2005";97,14
"462";"ttdiesti";19;"cauca";19532;"patia";"2005";21,45
"463";"ttdiesti";66;"risaralda";66687;"santuario";"2005";19,14
"464";"pcrparin";15;"boyaca";15686;"santana";"2005";98,79
"465";"rgrtgfec";44;"la guajira";NA;NA;"2005";NA
"466";"pcrparin";17;"caldas";17653;"salamina";"2005";98,33
"467";"ttdiesti";52;"narino";52079;"barbacoas";"2005";34,84
"468";"pcrparin";27;"choco";27001;"quibdo";"2005";97,89
"469";"ttdiesti";41;"huila";41770;"suaza";"2005";23,07
"470";"ttdiesti";73;"tolima";73268;"espinal";"2005";18,45
"471";"ttdiesti";15;"boyaca";15407;"villa de leyva";"2005";15,66
"472";"pbehtaco";88;"san andres";NA;NA;"2005";NA
"473";"pcrparin";5;"antioquia";5837;"turbo";"2005";93,55
"474";"ttdiesti";13;"bolivar";13873;"villanueva";"2005";37,65
"475";"pcrparin";5;"antioquia";5679;"santa barbara";"2005";97,53
"476";"ttdiesti";20;"cesar";20310;"gonzalez";"2005";22,48
"477";"ttdiesti";68;"santander";68101;"bolivar";"2005";40,03
"478";"pcrparin";5;"antioquia";5885;"yali";"2005";92,59
"479";"ttdiesti";76;"valle del cauca";76670;"san pedro";"2005";16,37
"480";"pcrparin";5;"antioquia";5579;"puerto berrio";"2005";98,14
"481";"ttdiesti";5;"antioquia";NA;NA;"2005";16,7469718
"482";"ttdiesti";76;"valle del cauca";76250;"el dovio";"2005";21,26
"483";"pcrparin";41;"huila";41770;"suaza";"2005";86,24
"484";"pcrparin";52;"narino";52473;"mosquera";"2005";91,3
"485";"pgeembar";63;"quindio";NA;NA;"2005";17,7
"486";"pcrrncpn";18;"caqueta";NA;NA;"2005";74,99
"487";"pbepredc";47;"magdalena";NA;NA;"2005";17
"488";"pcrparin";25;"cundinamarca";25506;"venecia";"2005";100
"489";"rgrtgfec";50;"meta";NA;NA;"2005";NA
"490";"ttdiesti";27;"choco";27245;"el carmen de atrato";"2005";32,37
"491";"ttdiesti";85;"casanare";85001;"yopal";"2005";20,14
"492";"ttdiesti";68;"santander";68344;"hato";"2005";24,96
"493";"ttdiesti";66;"risaralda";66045;"apia";"2005";22,71
"494";"ttdiesti";73;"tolima";73616;"rioblanco";"2005";34,99
"495";"ttdiesti";54;"n.santander";54743;"silos";"2005";20,68
"496";"ttdiesti";54;"n.santander";54239;"durania";"2005";13,17
"497";"ttdiesti";86;"putumayo";86219;"colon";"2005";19,99
"498";"ttdiesti";68;"santander";68370;"jordan";"2005";32,36
"499";"rtrmorpu";25;"cundinamarca";NA;NA;"2005";66,85
"500";"ttdiesti";18;"caqueta";18753;"san vicente del caguan";"2005";25,85
"501";"ttdiesti";15;"boyaca";15762;"sora";"2005";24,32
"502";"rtrmorpu";52;"narino";NA;NA;"2005";76,63
"503";"pcrparin";17;"caldas";17877;"viterbo";"2005";96,62
"504";"ttdiesti";54;"n.santander";54660;"salazar";"2005";13,73
"505";"pcrparin";86;"putumayo";86568;"puerto asis";"2005";89,96
"506";"pbehtaco";8;"atlantico";NA;NA;"2005";NA
"507";"ttdiesti";73;"tolima";73504;"ortega";"2005";35,92
"508";"ttdiesti";50;"meta";50226;"cumaral";"2005";24
"509";"ttdiesti";23;"cordoba";23574;"puerto escondido";"2005";35,46
"510";"ttdiesti";15;"boyaca";15401;"la victoria";"2005";20
"511";"ttdiesti";19;"cauca";19364;"jambalo";"2005";28,71
"512";"ttdiesti";44;"la guajira";44430;"maicao";"2005";31,79
"513";"ttdiesti";68;"santander";68079;"barichara";"2005";17,12
"514";"pcrparin";15;"boyaca";15162;"cerinza";"2005";93,33
"515";"pcrparin";18;"caqueta";18150;"cartagena del chaira";"2005";98,1
"516";"ttdiesti";68;"santander";68209;"confines";"2005";20,92
"517";"cgrnacim";86;"putumayo";NA;NA;"2005";5937
"518";"igrtgfec";66;"risaralda";NA;NA;"2005";NA
"519";"ttdiesti";41;"huila";41378;"la argentina";"2005";20,42
"520";"ttdiesti";76;"valle del cauca";76403;"la victoria";"2005";15,67
"521";"ttdiesti";5;"antioquia";5282;"fredonia";"2005";15,41
"522";"ttdiesti";13;"bolivar";13160;"cantagallo";"2005";19,29
"523";"ttdiesti";25;"cundinamarca";25377;"la calera";"2005";13,18
"524";"ttdiesti";25;"cundinamarca";25483;"narino";"2005";19,32
"525";"ttdiesti";19;"cauca";19300;"guachene(1)";"2005";28,42
"526";"pbrmivih";5;"antioquia";NA;NA;"2005";NA
"527";"ttdiesti";73;"tolima";NA;NA;"2005";20,90996184
"528";"ttdiesti";23;"cordoba";23586;"purisima";"2005";24,17
"529";"pcrparin";15;"boyaca";15842;"umbita";"2005";100
"530";"pcrparin";5;"antioquia";5120;"caceres";"2005";98,28
"531";"rgrtgfec";20;"cesar";NA;NA;"2005";NA
"532";"pcrparin";25;"cundinamarca";25772;"suesca";"2005";99,62
"533";"ttdiesti";15;"boyaca";15763;"sotaquira";"2005";19,51
"534";"pgeembar";66;"risaralda";NA;NA;"2005";21,4
"535";"ttdiesti";13;"bolivar";NA;NA;"2005";23,80263482
"536";"pbepredc";95;"guaviare";NA;NA;"2005";NA
"537";"pcrparin";5;"antioquia";5659;"san juan de uraba";"2005";94,33
"538";"pcrparin";27;"choco";27075;"bahia solano";"2005";94,39
"539";"pbrmivih";81;"arauca";NA;NA;"2005";NA
"540";"pcrparin";47;"magdalena";47058;"ariguani";"2005";98,43
"541";"ttdiesti";70;"sucre";70235;"galeras";"2005";26,65
"542";"pcrparin";54;"n.santander";NA;NA;"2005";96,79977073
"543";"ttdiesti";5;"antioquia";5212;"copacabana";"2005";9,86
"544";"ctrmormt";13;"bolivar";NA;NA;"2005";29
"545";"pcrparin";25;"cundinamarca";25799;"tenjo";"2005";98,97
"546";"ttdiesti";5;"antioquia";5837;"turbo";"2005";25,86
"547";"ttdiesti";5;"antioquia";5483;"narino";"2005";20,15
"548";"ttdiesti";5;"antioquia";5038;"angostura";"2005";31,34
"549";"ttdiesti";91;"amazonas";91798;"tarapaca *";"2005";41,53
"550";"ctrmormt";8;"atlantico";NA;NA;"2005";29
"551";"ttdiesti";70;"sucre";70523;"palmito";"2005";21,01
"552";"pcrparin";68;"santander";68079;"barichara";"2005";95,1
"553";"pcrparin";20;"cesar";20295;"gamarra";"2005";89,14
"554";"ttdiesti";25;"cundinamarca";25328;"guayabal de siquima";"2005";15,28
"555";"ctrmormt";50;"meta";NA;NA;"2005";11
"556";"pcrparin";85;"casanare";85315;"sacama";"2005";95
"557";"ttdiesti";68;"santander";68266;"enciso";"2005";22,95
"558";"ttdiesti";68;"santander";68444;"matanza";"2005";17,01
"559";"pbepredc";94;"guainia";NA;NA;"2005";NA
"560";"ttdiesti";5;"antioquia";5591;"puerto triunfo";"2005";21,53
"561";"pcrparin";97;"vaupes";97511;"pacoa";"2005";4,65
"562";"ttdiesti";15;"boyaca";15090;"berbeo";"2005";18,16
"563";"ttdiesti";85;"casanare";85279;"recetor";"2005";34,42
"564";"pcrparin";52;"narino";52317;"guachucal";"2005";80,09
"565";"ttdiesti";19;"cauca";19455;"miranda";"2005";18,59
"566";"ttdiesti";25;"cundinamarca";25862;"vergara";"2005";25,47
"567";"pcrparin";5;"antioquia";5501;"olaya";"2005";92,86
"568";"pcrparin";23;"cordoba";23855;"valencia";"2005";96,23
"569";"ttdiesti";5;"antioquia";5885;"yali";"2005";16,73
"570";"ttdiesti";15;"boyaca";15516;"paipa";"2005";15,7
"571";"ttdiesti";66;"risaralda";66001;"pereira";"2005";12,75
"572";"pcrparin";68;"santander";68327;"guepsa";"2005";72,04
"573";"pcrparin";54;"n.santander";54670;"san calixto";"2005";95,08
"574";"ttdiesti";52;"narino";52287;"funes";"2005";27,75
"575";"pcrparin";5;"antioquia";5154;"caucasia";"2005";99,34
"576";"ttdiesti";54;"n.santander";54128;"cachira";"2005";12,64
"577";"ttdiesti";17;"caldas";17513;"pacora";"2005";23,78
"578";"rtrmorpu";19;"cauca";NA;NA;"2005";109,51
"579";"pcrparin";70;"sucre";70215;"corozal";"2005";99,29
"580";"ttdiesti";99;"vichada";99001;"puerto carreno";"2005";30,55
"581";"ttdiesti";15;"boyaca";15299;"garagoa";"2005";19,71
"582";"pcrparin";19;"cauca";19824;"totoro";"2005";56,35
"583";"ttdiesti";15;"boyaca";15755;"socota";"2005";29,72
"584";"pcrparin";50;"meta";50689;"san martin";"2005";93,27
"585";"ttdiesti";73;"tolima";73461;"murillo";"2005";21,02
"586";"pcrparin";50;"meta";50590;"puerto rico";"2005";76,19
"587";"ttdiesti";27;"choco";27600;"rio quito";"2005";45,15
"588";"ttdiesti";73;"tolima";73411;"libano";"2005";22,68
"589";"ttdiesti";73;"tolima";73347;"herveo";"2005";16,54
"590";"ttdiesti";25;"cundinamarca";25489;"nimaima";"2005";16,08
"591";"pcrparin";15;"boyaca";15740;"siachoque";"2005";98,46
"592";"ttdiesti";23;"cordoba";23350;"la apartada";"2005";28,48
"593";"ttdiesti";13;"bolivar";13300;"hatillo de loba";"2005";33,13
"594";"pcrparin";68;"santander";68121;"cabrera";"2005";100
"595";"pcrparin";5;"antioquia";5059;"armenia";"2005";95,59
"596";"pcrparin";13;"bolivar";13268;"el penon";"2005";96,99
"597";"ttdiesti";68;"santander";68077;"barbosa";"2005";14,88
"598";"ttdiesti";19;"cauca";19418;"lopez";"2005";28,02
"599";"pcrparin";25;"cundinamarca";25867;"viani";"2005";97,73
"600";"pcrperca";50;"meta";NA;NA;"2005";93,47443788
"601";"ttdiesti";68;"santander";68895;"zapatoca";"2005";13,36
"602";"pbretaia";44;"la guajira";NA;NA;"2005";NA
"603";"pcrparin";5;"antioquia";5034;"andes";"2005";96,96
"604";"ttdiesti";25;"cundinamarca";25524;"pandi";"2005";21,11
"605";"pbretaia";52;"narino";NA;NA;"2005";NA
"606";"pcrparin";15;"boyaca";15693;"santa rosa de viterbo";"2005";98,63
"607";"ttdiesti";52;"narino";52110;"buesaco";"2005";21,59
"608";"pcrparin";68;"santander";68820;"tona";"2005";100
"609";"ttdiesti";47;"magdalena";47720;"santa barbara de pinto";"2005";20,54
"610";"ttdiesti";68;"santander";68051;"aratoca";"2005";23,83
"611";"ttdiesti";17;"caldas";17877;"viterbo";"2005";17,57
"612";"ttdiesti";17;"caldas";17616;"risaralda";"2005";21,9
"613";"pcrparin";13;"bolivar";13160;"cantagallo";"2005";98,06
"614";"ttdiesti";76;"valle del cauca";76892;"yumbo";"2005";15,9
"615";"cgrnacim";70;"sucre";NA;NA;"2005";33737
"616";"igrtgfec";5;"antioquia";NA;NA;"2005";NA
"617";"ttdiesti";50;"meta";50450;"puerto concordia";"2005";33,23
"618";"pcrparin";25;"cundinamarca";25398;"la pena";"2005";97,22
"619";"pcrparin";13;"bolivar";13838;"turbana";"2005";98,7
"620";"ttdiesti";5;"antioquia";5055;"argelia";"2005";21,17
"621";"ttdiesti";52;"narino";52435;"mallama";"2005";33,58
"622";"ttdiesti";44;"la guajira";44420;"la jagua del pilar";"2005";23,87
"623";"pcrparin";73;"tolima";73770;"suarez";"2005";97,44
"624";"ttdiesti";76;"valle del cauca";76130;"candelaria";"2005";16,71
"625";"ttdiesti";85;"casanare";85440;"villanueva";"2005";37,86
"626";"ttdiesti";25;"cundinamarca";25518;"paime";"2005";30,21
"627";"pcrparin";66;"risaralda";66318;"guatica";"2005";96,73
"628";"ttdiesti";25;"cundinamarca";25843;"villa de san diego de ubate";"2005";13,21
"629";"ttdiesti";18;"caqueta";18247;"el doncello";"2005";26,06
"630";"pcrparin";15;"boyaca";15362;"iza";"2005";93,94
"631";"pcrparin";8;"atlantico";8001;"barranquilla";"2005";98,97
"632";"pcrparin";54;"n.santander";54743;"silos";"2005";92,47
"633";"pcrparin";68;"santander";68176;"chima";"2005";91,55
"634";"ttdiesti";41;"huila";41006;"acevedo";"2005";30,54
"635";"pcrparin";19;"cauca";19130;"cajibio";"2005";64,2
"636";"ttdiesti";54;"n.santander";54125;"cacota";"2005";28,99
"637";"pcrparin";47;"magdalena";47318;"guamal";"2005";93,83
"638";"pcrparin";70;"sucre";70001;"sincelejo";"2005";99,57
"639";"pcrparin";8;"atlantico";8520;"palmar de varela";"2005";97,86
"640";"ttdiesti";25;"cundinamarca";25040;"anolaima";"2005";17,15
"641";"pcrparin";54;"n.santander";54003;"abrego";"2005";99,76
"642";"pcrparin";41;"huila";41359;"isnos";"2005";99,77
"643";"pcrparin";70;"sucre";70221;"covenas";"2005";99,55
"644";"pcrparin";15;"boyaca";15550;"pisba";"2005";100
"645";"ttdiesti";15;"boyaca";15215;"corrales";"2005";17,26
"646";"pcrparin";52;"narino";52083;"belen";"2005";82,83
"647";"ttdiesti";5;"antioquia";5154;"caucasia";"2005";21,57
"648";"ttdiesti";13;"bolivar";13244;"el carmen de bolivar";"2005";33,47
"649";"pcrparin";19;"cauca";19256;"el tambo";"2005";76,61
"650";"pbrmivih";15;"boyaca";NA;NA;"2005";NA
"651";"pbehtaco";19;"cauca";NA;NA;"2005";NA
"652";"ttdiesti";20;"cesar";20011;"aguachica";"2005";22,26
"653";"ttdiesti";94;"guainia";94884;"puerto colombia *";"2005";38,88
"654";"pcrparin";13;"bolivar";13490;"norosi";"2005";NA
"655";"ttdiesti";52;"narino";52520;"francisco pizarro";"2005";30,72
"656";"pcrparin";63;"quindio";63302;"genova";"2005";97,81
"657";"ttdiesti";52;"narino";52585;"pupiales";"2005";23,1
"658";"cgrnacim";25;"cundinamarca";NA;NA;"2005";27075
"659";"pcrparin";52;"narino";52227;"cumbal";"2005";79,67
"660";"ttdiesti";94;"guainia";94883;"san felipe *";"2005";39,18
"661";"ctrmormt";19;"cauca";NA;NA;"2005";20
"662";"pgeembar";47;"magdalena";NA;NA;"2005";21,5
"663";"pcrparin";15;"boyaca";15638;"sachica";"2005";75
"664";"ttdiesti";5;"antioquia";5051;"arboletes";"2005";26,63
"665";"pcrparin";85;"casanare";85010;"aguazul";"2005";98,53
"666";"rtrmorpu";99;"vichada";NA;NA;"2005";0
"667";"pbepredg";15;"boyaca";NA;NA;"2005";NA
"668";"rgrtgfec";52;"narino";NA;NA;"2005";NA
"669";"ptrldeng";19;"cauca";NA;NA;"2005";NA
"670";"pcrparin";54;"n.santander";54810;"tibu";"2005";98,05
"671";"ttdiesti";47;"magdalena";47170;"chibolo";"2005";29,33
"672";"ttdiesti";68;"santander";68020;"albania";"2005";27,22
"673";"ttdiesti";5;"antioquia";5045;"apartado";"2005";14,57
"674";"pcrparin";52;"narino";52678;"samaniego";"2005";96,24
"675";"ttdiesti";27;"choco";27077;"bajo baudo";"2005";53,7
"676";"caelacex";54;"n.santander";NA;NA;"2005";NA
"677";"ttdiesti";94;"guainia";94001;"inirida";"2005";41,51
"678";"ttdiesti";5;"antioquia";5659;"san juan de uraba";"2005";36,26
"679";"ttdiesti";73;"tolima";73520;"palocabildo";"2005";29,05
"680";"pbehtaco";63;"quindio";NA;NA;"2005";NA
"681";"pcrparin";25;"cundinamarca";25402;"la vega";"2005";97,25
"682";"pcrparin";50;"meta";50006;"acacias";"2005";94,17
"683";"pcrparin";52;"narino";52110;"buesaco";"2005";66,42
"684";"pcrperca";85;"casanare";NA;NA;"2005";96,96816574
"685";"pcrparin";52;"narino";52399;"la union";"2005";97,52
"686";"ttdiesti";86;"putumayo";86749;"sibundoy";"2005";16,8
"687";"ttdiesti";44;"la guajira";44090;"dibulla";"2005";31,93
"688";"ttdiesti";47;"magdalena";47551;"pivijay";"2005";32,05
"689";"pcrparin";76;"valle del cauca";NA;NA;"2005";98,37712891
"690";"ttdiesti";13;"bolivar";13042;"arenal";"2005";23,25
"691";"pcrparin";76;"valle del cauca";76248;"el cerrito";"2005";97,48
"692";"pcrparin";68;"santander";68673;"san benito";"2005";97,5
"693";"pcrparin";15;"boyaca";15753;"soata";"2005";98,54
"694";"ttdiesti";52;"narino";52427;"magui";"2005";44,34
"695";"pcrparin";68;"santander";68152;"carcasi";"2005";98,97
"696";"pcrparin";68;"santander";68468;"molagavita";"2005";98,53
"697";"pcrrncpn";63;"quindio";NA;NA;"2005";85,06
"698";"pcrparin";20;"cesar";20238;"el copey";"2005";93,16
"699";"ttdiesti";17;"caldas";17388;"la merced";"2005";20,46
"700";"ttdiesti";5;"antioquia";5093;"betulia";"2005";20,74
"701";"ttdiesti";5;"antioquia";5792;"tarso";"2005";26,51
"702";"pcrparin";52;"narino";52490;"olaya herrera";"2005";97,29
"703";"ttdiesti";68;"santander";68855;"valle de san jose";"2005";19,61
"704";"ttdiesti";54;"n.santander";54498;"ocana";"2005";12,2
"705";"ttdiesti";47;"magdalena";47660;"sabanas de san angel";"2005";37,06
"706";"pcrparin";19;"cauca";19355;"inza";"2005";60,18
"707";"pcrparin";66;"risaralda";66001;"pereira";"2005";99,53
"708";"pcrparin";76;"valle del cauca";76113;"bugalagrande";"2005";98,88
"709";"pbrmivih";52;"narino";NA;NA;"2005";NA
"710";"pcrparin";5;"antioquia";5736;"segovia";"2005";98,69
"711";"ttdiesti";19;"cauca";19780;"suarez";"2005";28,51
"712";"ttdiesti";5;"antioquia";5364;"jardin";"2005";15,04
"713";"ttdiesti";23;"cordoba";23855;"valencia";"2005";29,4
"714";"pcrparin";50;"meta";50251;"el castillo";"2005";90,99
"715";"pcrparin";47;"magdalena";47692;"san sebastian de buenavista";"2005";89,53
"716";"ttdiesti";73;"tolima";73319;"guamo";"2005";25,39
"717";"pcrparin";68;"santander";68322;"guapota";"2005";97,14
"718";"rgrtgfec";13;"bolivar";NA;NA;"2005";NA
"719";"pcrparin";17;"caldas";17873;"villamaria";"2005";98,26
"720";"ttdiesti";68;"santander";68686;"san miguel";"2005";30,25
"721";"pcrparin";25;"cundinamarca";25269;"facatativa";"2005";98,65
"722";"ctrmormt";17;"caldas";NA;NA;"2005";5
"723";"pcrparin";88;"san andres";88564;"providencia";"2005";100
"724";"pcrperca";18;"caqueta";NA;NA;"2005";95,42005794
"725";"pcrparin";5;"antioquia";5021;"alejandria";"2005";100
"726";"pcrparin";73;"tolima";73148;"carmen de apicala";"2005";95,87
"727";"pcrparin";15;"boyaca";15296;"gameza";"2005";85,98
"728";"ttdiesti";76;"valle del cauca";NA;NA;"2005";15,09110273
"729";"pcrparin";68;"santander";68207;"concepcion";"2005";96,94
"730";"pcrparin";86;"putumayo";86569;"puerto caicedo";"2005";68,25
"731";"pcrparin";15;"boyaca";15516;"paipa";"2005";97,65
"732";"pcrparin";5;"antioquia";5490;"necocli";"2005";98,6
"733";"ttdnesti";17;"caldas";NA;NA;"2005";20,00066356
"734";"ttdiesti";68;"santander";68615;"rionegro";"2005";16,37
"735";"pcrparin";13;"bolivar";13667;"san martin de loba";"2005";75
"736";"ttdiesti";66;"risaralda";66383;"la celia";"2005";18,26
"737";"ttdiesti";41;"huila";41548;"pital";"2005";30,48
"738";"pcrparin";52;"narino";52788;"tangua";"2005";79,84
"739";"pcrparin";13;"bolivar";13873;"villa nueva";"2005";99,12
"740";"ttdiesti";41;"huila";41026;"altamira";"2005";16,28
"741";"pcrparin";25;"cundinamarca";25295;"gachancipa";"2005";100
"742";"igrtgfec";25;"cundinamarca";NA;NA;"2005";NA
"743";"pcrparin";15;"boyaca";15464;"mongua";"2005";94,67
"744";"caelacex";15;"boyaca";NA;NA;"2005";NA
"745";"ttdiesti";18;"caqueta";18001;"florencia";"2005";17,67
"746";"pcrparin";5;"antioquia";5895;"zaragoza";"2005";99,24
"747";"ttdiesti";95;"guaviare";95015;"calamar";"2005";32,85
"748";"pcrparin";68;"santander";68464;"mogotes";"2005";82,63
"749";"pcrparin";17;"caldas";17662;"samana";"2005";95,8
"750";"pcrparin";15;"boyaca";15690;"santa maria";"2005";93,33
"751";"ttdiesti";15;"boyaca";15491;"nobsa";"2005";16,05
"752";"ttdiesti";68;"santander";68773;"sucre";"2005";27,1
"753";"igrtgfec";44;"la guajira";NA;NA;"2005";NA
"754";"ttdiesti";20;"cesar";20060;"bosconia";"2005";21,1
"755";"ttdiesti";5;"antioquia";5631;"sabaneta";"2005";11,56
"756";"pcrparin";63;"quindio";63690;"salento";"2005";96,39
"757";"ttdiesti";25;"cundinamarca";25322;"guasca";"2005";18,42
"758";"pbepredg";27;"choco";NA;NA;"2005";NA
"759";"igrtgfec";15;"boyaca";NA;NA;"2005";NA
"760";"ttdiesti";47;"magdalena";47707;"santa ana";"2005";21,78
"761";"igrtgfec";47;"magdalena";NA;NA;"2005";NA
"762";"pcrparin";54;"n.santander";54261;"el zulia";"2005";95,42
"763";"pcrparin";5;"antioquia";5051;"arboletes";"2005";82,62
"764";"pcrrncpn";23;"cordoba";NA;NA;"2005";78,46
"765";"pcrparin";73;"tolima";73461;"murillo";"2005";94,19
"766";"pcrparin";19;"cauca";19142;"caloto";"2005";94,78
"767";"pcrrncpn";25;"cundinamarca";NA;NA;"2005";86,02
"768";"ttdiesti";47;"magdalena";47161;"cerro san antonio";"2005";25,67
